Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
chapter1_4794dea0		Outside the window, the endless snow-covered plains of the Kaldur region drift by. {i}The Wasteland{/i} as it's called.	game/chapter1.rpy	2007	"[what]"
chapter1_3d329514		I can't help but wonder what these fields must have been like before this eternal winter swept over Illania.	game/chapter1.rpy	2008	"[what]"
chapter1_908d4264		Iris stands at the window looking to some place far off in the distance	game/chapter1.rpy	2009	"[what]"
chapter1_07c8b009	T	So, what do you want to talk about?	game/chapter1.rpy	2011	T "[what]"
chapter1_91f0926c	I	What do you know about my sister, Ellis?	game/chapter1.rpy	2014	I "[what]"
chapter1_f0a7c8c9	T	You mean agent Darkrose?	game/chapter1.rpy	2016	T "[what]"
chapter1_700a4eb5	I	Let me tell you about her.	game/chapter1.rpy	2019	I "[what]"
chapter1_25859eec		This is back before the war. I wasn't very old then.	game/chapter1.rpy	2021	"[what]"
chapter1_72a84c86		Ellis came home from the Striker Academy. It was the first time I saw her in uniform.	game/chapter1.rpy	2022	"[what]"
chapter1_d56151b5	E	Check this out. Do I look cool?	game/chapter1.rpy	2027	E "[what]"
chapter1_cb690755		She spun around and flipped her cloak back.	game/chapter1.rpy	2028	"[what]"
chapter1_732409f6	E	I can't wait until you're old enough. Do you still want to be a striker too? We can go out and fight together!	game/chapter1.rpy	2031	E "[what]"
chapter1_db200f31		I couldn't believe how beautiful she looked. I wanted to be just like her.	game/chapter1.rpy	2032	"[what]"
chapter1_bb4b9b36		That day, we were walking by the harbor and the fishing boats started to come came back early. People were diving off the ships and swimming to shore.	game/chapter1.rpy	2037	"[what]"
chapter1_f2417a66	I	Ellis? Ellis, what's happening?	game/chapter1.rpy	2040	I "[what]"
chapter1_b9db030b	E	Wait, something isn't right. Let's get a closer look.	game/chapter1.rpy	2042	E "[what]"
chapter1_6fbda085		Something was floating in from the sea. It was Round and sticking up out of the water..	game/chapter1.rpy	2043	"[what]"
chapter1_e77d18ad	E	Is that an iceberg?	game/chapter1.rpy	2047	E "[what]"
chapter1_2bf01b16		Except there had never been icebergs on the misty shore.	game/chapter1.rpy	2048	"[what]"
chapter1_663dc9d3	I	It's speeding up!	game/chapter1.rpy	2050	I "[what]"
chapter1_4dc1375b		Ships cracked and were pulled beneath the mass. It beached itself and slid fifty meters inland, smashing docks and buildings along the way.	game/chapter1.rpy	2051	"[what]"
chapter1_32b941af	I	Ellis... Ellis, let's go back home.	game/chapter1.rpy	2053	I "[what]"
chapter1_da811afb	E	Come on, don't you want to take a look?	game/chapter1.rpy	2056	E "[what]"
chapter1_78ce5d5e	I	No, it's dangerous. 	game/chapter1.rpy	2058	I "[what]"
chapter1_6c181f16	E	Don't worry, I'll protect you.	game/chapter1.rpy	2061	E "[what]"
chapter1_b5c30727		The fishermen stood in a circle around the thing. We walked down to join them.	game/chapter1.rpy	2064	"[what]"
chapter1_d4e2f664		We watched as a cracked formed down the center. I was so scared, but Ellis never flinched.	game/chapter1.rpy	2065	"[what]"
chapter1_06ac35f0		Pieces of it crumbed off as it cleaved in two. The bits of black debris rolled to a stop at our feet. A man with blue skin and white hair came out. The first Shuvur warrior.	game/chapter1.rpy	2066	"[what]"
chapter1_b789f769		I tried to stop her, but she pushed me away and walked towards the figure.	game/chapter1.rpy	2067	"[what]"
chapter1_9e13db84	E	Monster, I am Ellis of the Illanian guard! You have attacked my village and harmed my people. Surrender yourself immediately.	game/chapter1.rpy	2070	E "[what]"
chapter1_6af08104		The wraith carried a spear and held it high above it's head.	game/chapter1.rpy	2071	"[what]"
chapter1_803b3d0e	E	No, this is your only warning. Come down from that iceberg before I make you.	game/chapter1.rpy	2074	E "[what]"
chapter1_091dd424		I saw Ellis fight for the first time that day. It was the beginning of the war.	game/chapter1.rpy	2076	"[what]"
chapter1_929d82dc		After the first ship arrived, they never stopped. A hundred ships made landfall along the Misty Shore.	game/chapter1.rpy	2078	"[what]"
chapter1_b7b15b6a		By that time, I was a striker as well. Ellis and I fought them, but the Ice Wraiths could not be stopped.	game/chapter1.rpy	2079	"[what]"
chapter1_5fe6196d	I	I think you know the rest of the story.	game/chapter1.rpy	2084	I "[what]"
chapter1_80f9fb3a	T	What happened to Ellis?	game/chapter1.rpy	2086	T "[what]"
chapter1_4fbb0ad1	I	The last time I saw her, was the battle a the capital.	game/chapter1.rpy	2088	I "[what]"
chapter1_0e3aa48d	T	Oh. I'm sorry.	game/chapter1.rpy	2090	T "[what]"
chapter1_33115ce9	I	The eastern perimeter was breached. We couldn't stop them. D'Aza pulled Ellis and I out, just before the line broke.	game/chapter1.rpy	2093	I "[what]"
chapter1_ec61983c	I	When the flier arrived, Ellis pushed me into it, and turned back. She said she was going to fight until the end.	game/chapter1.rpy	2095	I "[what]"
chapter1_061a42d3	T	But she was in Igdril. Agent Darkrose?	game/chapter1.rpy	2097	T "[what]"
chapter1_c1acef93	I	Yes, she might be alive... I don't know. If she is, I wonder if she wants to be found.	game/chapter1.rpy	2100	I "[what]"
chapter1_b5823a91	I	We need to stay focused on Igdril. All the Illanian and Shuvur forces are massing there. -It's going to be another important battle.	game/chapter1.rpy	2103	I "[what]"
chapter1_0a7e6fe5	T	Important, Like the capital was? If the Shuvur army is massing on Igdril, can we hope to hold them back?	game/chapter1.rpy	2105	T "[what]"
chapter1_bc7d329a	I	With the Erebus, maybe. If Ellis was here too, we might stand a chance...	game/chapter1.rpy	2108	I "[what]"
chapter1_4d6f089b		Iris trails off then shifts the topic...	game/chapter1.rpy	2109	"[what]"
chapter1_dd1e2479	I	I won't patronize you. This mission is going to be dangerous. Some of us might not make it back.	game/chapter1.rpy	2112	I "[what]"
chapter1_3d79e797	T	What about Laverna? You're willing to send her to the front line?	game/chapter1.rpy	2114	T "[what]"
chapter1_b6a19c0c	I	Give Laverna more credit. She's more capable than you realize. She isn't a fighter, but she makes up for it in other ways.	game/chapter1.rpy	2117	I "[what]"
chapter1_7399e0f1		While we are talking, Commander D'Aza walks past us in the hallway. Iris and I salute.	game/chapter1.rpy	2119	"[what]"
chapter1_edcda9cb		I'm surprised when he stops to address us.	game/chapter1.rpy	2120	"[what]"
chapter1_a7eb0d49	D	At ease.	game/chapter1.rpy	2123	D "[what]"
chapter1_9c3281b3	D	Iris, it seems you may get the chance you were asking for after all.	game/chapter1.rpy	2125	D "[what]"
chapter1_402e43a0	I	Sir, what do you mean?	game/chapter1.rpy	2128	I "[what]"
chapter1_6a3e9895	D	We've just re-established contact with Agent Darkrose. She says she is in the outskirts of Insigli requesting extraction.	game/chapter1.rpy	2131	D "[what]"
chapter1_93d938d3	I	What? We left her in Igdril. How can she be all the way over here?	game/chapter1.rpy	2134	I "[what]"
chapter1_3b479388	D	Ask her yourself. We'll be in drop range in twelve hours.	game/chapter1.rpy	2137	D "[what]"
chapter1_1668d2fa		The next morning, we're gearing up again.	game/chapter1.rpy	2145	"[what]"
chapter1_f71eaf6a		I strap on my flight pack and wait on the deployment deck with the rest of my squad.	game/chapter1.rpy	2146	"[what]"
chapter1_ab9b0afa	T	Well, this is my second jump.	game/chapter1.rpy	2149	T "[what]"
chapter1_e254c2af		I count them on my fingers.	game/chapter1.rpy	2150	"[what]"
chapter1_4056c923	M	Ten for me.	game/chapter1.rpy	2153	M "[what]"
chapter1_bf2ddcbd	I	Fourth.	game/chapter1.rpy	2156	I "[what]"
chapter1_bfe18291	T	I thought you'd be more experienced, Iris.	game/chapter1.rpy	2158	T "[what]"
chapter1_57fb6656	I	I prefer to keep my feet on the ground.	game/chapter1.rpy	2162	I "[what]"
chapter1_5837e27e		She pushes her hair back in a nonchalant way.	game/chapter1.rpy	2164	"[what]"
chapter1_e7725792	T	Laverna, how many jumps have you done?	game/chapter1.rpy	2166	T "[what]"
chapter1_34937790		She starts counting on her fingers.	game/chapter1.rpy	2169	"[what]"
chapter1_dc083d0a	L	Five, I think... Maybe six.	game/chapter1.rpy	2171	L "[what]"
chapter1_f7e10653		We finish checking our equipment and move to the edge of the platform.	game/chapter1.rpy	2173	"[what]"
chapter1_30200bcd	I	Laverna, how's the target zone looking?	game/chapter1.rpy	2176	I "[what]"
chapter1_31f8ffa4	L	The weather is getting pretty bad down there. We should pull our chutes as late as possible.	game/chapter1.rpy	2178	L "[what]"
chapter1_332529f7	I	Agreed. It's gonna be a fast drop.	game/chapter1.rpy	2180	I "[what]"
chapter1_25b760ec	M	Hell yeah, I've been waiting for this.	game/chapter1.rpy	2182	M "[what]"
chapter1_39d90951	I	Alright everyone, get ready.	game/chapter1.rpy	2184	I "[what]"
chapter1_3d71582a	I	Tallara, Go!	game/chapter1.rpy	2186	I "[what]"
chapter1_f2d2fb85		I dive off. The others follow me into the sky.	game/chapter1.rpy	2188	"[what]"
chapter1_3331daaa		My earpiece comes alive and I can hear all my squadmates. Even over the roaring wind.	game/chapter1.rpy	2196	"[what]"
chapter1_0a39f804	I	Everybody check in.	game/chapter1.rpy	2198	I "[what]"
chapter1_ae3a8d01	L	We're closing on our target.	game/chapter1.rpy	2200	L "[what]"
chapter1_11c0a5e1	I	Ready navigation interlink.	game/chapter1.rpy	2202	I "[what]"
chapter1_c8e9fbe6	L	Ready!	game/chapter1.rpy	2206	L "[what]"
chapter1_023bc398	T	Receiving.	game/chapter1.rpy	2208	T "[what]"
chapter1_ab162ac6	I	Laverna, put us into formation, dive trajectory.	game/chapter1.rpy	2210	I "[what]"
chapter1_ae652808		Our flight packs close the distance between us and we grab each other.	game/chapter1.rpy	2211	"[what]"
chapter1_3dcfc45b		The four of us, face to face gain speed as we fall headfirst through the clouds.	game/chapter1.rpy	2212	"[what]"
chapter1_8b318cac	L	On target, three thousand meters to touchdown.	game/chapter1.rpy	2214	L "[what]"
chapter1_2b948cbf		Ice is forming on my mask making it hard for me to see the others.	game/chapter1.rpy	2216	"[what]"
chapter1_3ee9218c	L	Two thousand meters.	game/chapter1.rpy	2218	L "[what]"
chapter1_b7422f6d		We enter the clouds. It's bright white for a few moments, but on the other side, everything changes.	game/chapter1.rpy	2219	"[what]"
chapter1_b7e65ed6	L	A blizzard!	game/chapter1.rpy	2224	L "[what]"
chapter1_9bcb4679	I	Everyone hold on.	game/chapter1.rpy	2226	I "[what]"
chapter1_bd3b361f	L	Tallara, ten seconds to push off.	game/chapter1.rpy	2228	L "[what]"
chapter1_802d4dc5		The turbulence is too much, I'm not going to be able to hold on.	game/chapter1.rpy	2229	"[what]"
chapter1_c3545305	I	Tallara, go!	game/chapter1.rpy	2231	I "[what]"
chapter1_fb844069		I let go and turn myself horizontal. The others fall away.	game/chapter1.rpy	2232	"[what]"
chapter1_077a5d8e		I yank my cord. The chute catches and I'm pulled upright.	game/chapter1.rpy	2235	"[what]"
chapter1_7d73d280		Below me, the other chutes open one by one.	game/chapter1.rpy	2237	"[what]"
chapter1_a20cefa7_2		...	game/chapter1.rpy	2238	"[what]"
chapter1_421ae775	L	Touchdown.	game/chapter1.rpy	2240	L "[what]"
chapter1_2d635559	I	Touchdown.	game/chapter1.rpy	2242	I "[what]"
chapter1_dae9bbc7	M	Ow! Crap!	game/chapter1.rpy	2244	M "[what]"
chapter1_048c5953	T	Um, guys. I'm looking down but I don't see the ground.	game/chapter1.rpy	2246	T "[what]"
chapter1_2e9c8157	L	It's hard to miss. You're almost there.	game/chapter1.rpy	2248	L "[what]"
chapter1_01bed31e		A moment later, I'm surrounded by trees and I land in a snow drift.	game/chapter1.rpy	2253	"[what]"
chapter1_8175d59e		Iris and Laverna are standing in the clearing, waiting for me.	game/chapter1.rpy	2254	"[what]"
chapter1_31ef8c45	L	Where is Magnus?	game/chapter1.rpy	2257	L "[what]"
chapter1_38722e53	M	I'm up here!	game/chapter1.rpy	2259	M "[what]"
chapter1_755bd0a9		Magnus is caught in a tree above us. He's dangling, unable to free himself.	game/chapter1.rpy	2260	"[what]"
chapter1_5a668e3f	T	Don't worry, I'll get him down.	game/chapter1.rpy	2262	T "[what]"
chapter1_6b2ee332		I cut my parachute and activate my firefly gear.	game/chapter1.rpy	2266	"[what]"
chapter1_bdcc0fe3	T	Hey buddy, how's it hangin?	game/chapter1.rpy	2268	T "[what]"
chapter1_8b9c194c	M	...Just get me out of here.	game/chapter1.rpy	2270	M "[what]"
chapter1_596909dd		Back on the ground, we regroup.	game/chapter1.rpy	2275	"[what]"
chapter1_34e77764	I	Laverna, how close are we to the target?	game/chapter1.rpy	2281	I "[what]"
chapter1_c0ed2bc4	L	The river is a hundred meters West. We'll follow it up to the bridge.	game/chapter1.rpy	2284	L "[what]"
chapter1_ed307c00	T	Are there any traces of mana?	game/chapter1.rpy	2286	T "[what]"
chapter1_653de1b2	L	There's mana in the area, but the weather is making it hard to pinpoint.	game/chapter1.rpy	2289	L "[what]"
chapter1_6cbd9994	I	We know they're in the area. Stay alert.	game/chapter1.rpy	2292	I "[what]"
chapter1_8e87f467		Magnus pulls an explosive arrow out of his quiver and racks his crossbow.	game/chapter1.rpy	2294	"[what]"
chapter1_d516e6dd	M	Okay, lets go get our girl.	game/chapter1.rpy	2296	M "[what]"
chapter1_9701fce7		The blizzard wails on as we approach the bridge to Insigli. I can make out the silhouettes of houses on the other side.	game/chapter1.rpy	2304	"[what]"
chapter1_184fb47b	L	There's the bridge.	game/chapter1.rpy	2307	L "[what]"
chapter1_9624a8da		Laverna pulls out her binoculars.	game/chapter1.rpy	2308	"[what]"
chapter1_6586b528	L	We have two blueberries at twelve o'clock!	game/chapter1.rpy	2310	L "[what]"
chapter1_9c831bb0		Laverna hands the binoculars to Magnus.	game/chapter1.rpy	2311	"[what]"
chapter1_4320a56d	M	Yeah... What are they running from?	game/chapter1.rpy	2313	M "[what]"
chapter1_5ee515de	T	Let me see too!	game/chapter1.rpy	2315	T "[what]"
chapter1_6a0379d6		He hands me the binoculars.	game/chapter1.rpy	2316	"[what]"
chapter1_ca34ae1f		I see two figures running across the bridge. They have icy white hair and blue-tinted skin.	game/chapter1.rpy	2317	"[what]"
chapter1_71a6874f		There's something clinging to the side of the bridge.	game/chapter1.rpy	2318	"[what]"
chapter1_61356e7b		It looks like a bear, with long limbs. Maybe. It's moving more like a spider.	game/chapter1.rpy	2319	"[what]"
chapter1_d066b247	I	What the hell is that?	game/chapter1.rpy	2322	I "[what]"
chapter1_d1b43f0d		I hand the binoculars to Iris and squint trying to make out the scene without magnification.	game/chapter1.rpy	2325	"[what]"
chapter1_11ee5792	I	I've never seen anything like it.	game/chapter1.rpy	2327	I "[what]"
chapter1_ca70d32f		As she speaks, the creature pounces on the first figure, spraying blood into the air.	game/chapter1.rpy	2328	"[what]"
chapter1_dcb190ad		A dull scream breaks through the drone of the blizzard.	game/chapter1.rpy	2330	"[what]"
chapter1_527500ec	L	Whahhat!?	game/chapter1.rpy	2333	L "[what]"
chapter1_9d30b394		The second figure raises its spear, but the monster strikes him with a claw, tearing him in half.	game/chapter1.rpy	2334	"[what]"
chapter1_1add5b14	T	What... The... {i}Hell{/i}... Is that?	game/chapter1.rpy	2336	T "[what]"
chapter1_07b6c7b9	M	I don't know, but I'm not in any hurry to find out.	game/chapter1.rpy	2338	M "[what]"
chapter1_7f28fd0e		Iris hands the binoculars back to Laverna.	game/chapter1.rpy	2339	"[what]"
chapter1_2c7ee7ff	I	We can't cross here.	game/chapter1.rpy	2342	I "[what]"
chapter1_e04456ad	M	Yeah... Let's find a way around.	game/chapter1.rpy	2345	M "[what]"
chapter1_299292cb		I feel a shiver down my spine, and I don't think it's from the cold.	game/chapter1.rpy	2349	"[what]"
chapter1_3c5f4f33		Down the river, we find a place narrow enough to cross and enter the city.	game/chapter1.rpy	2350	"[what]"
chapter1_2b99b2f5		Shuvur are everywhere. We move through the alleys, dodging patrols and trying to stay out of sight.	game/chapter1.rpy	2351	"[what]"
chapter1_713cd1ef		With each step forward, my heart beats faster.	game/chapter1.rpy	2352	"[what]"
chapter1_fea1a5ea		Eventually we come to a fountain in a residential section of the city.	game/chapter1.rpy	2353	"[what]"
chapter1_ad6c4a08		Laverna checks her scanner.	game/chapter1.rpy	2354	"[what]"
chapter1_055ad0ec	L	This is the rendezvous point...	game/chapter1.rpy	2357	L "[what]"
chapter1_847439b7		In the middle of the square, a Shuvur soldier lays dead. Red-orange blood is splashed and soaked into the snow around it.	game/chapter1.rpy	2359	"[what]"
chapter1_01c9812f	M	This a recent kill. It looks like that thing on the bridge is having a hell of a party.	game/chapter1.rpy	2362	M "[what]"
chapter1_a61aab44		I look down at the dead Shuvur.	game/chapter1.rpy	2364	"[what]"
chapter1_2e168593		Its black armor is destroyed from the neck down, leaving huge gashes on its torso.	game/chapter1.rpy	2365	"[what]"
chapter1_7cbfb8a1	I	Let's get back under cover. There could be more around.	game/chapter1.rpy	2368	I "[what]"
chapter1_b26a67a3	T	Shuvur or monsters?	game/chapter1.rpy	2370	T "[what]"
chapter1_53a253e0	I	Both.	game/chapter1.rpy	2373	I "[what]"
chapter1_3cebbedd		We start to move back into the alley, when we hear a voice behind us.	game/chapter1.rpy	2375	"[what]"
chapter1_989b5681	S	There is nothing to fear. The ice men are fleeing.	game/chapter1.rpy	2377	S "[what]"
chapter1_88e05cc9		We all turn around.	game/chapter1.rpy	2378	"[what]"
chapter1_9f4c4438		Iris' sword is drawn in a flash. Magnus levels his crossbow at the figure.	game/chapter1.rpy	2382	"[what]"
chapter1_4dfe6d43		But to our surprise, it's a young girl.	game/chapter1.rpy	2385	"[what]"
chapter1_1548fdff	I	Hello...Who are you? Do you live in Insigli?	game/chapter1.rpy	2391	I "[what]"
chapter1_dea06a8f	S	Sura is just a visitor. What are you doing here?	game/chapter1.rpy	2394	S "[what]"
chapter1_f022753d	M	A visitor?	game/chapter1.rpy	2398	M "[what]"
chapter1_d9ac4410	S	True, a visitor named Sura. Striker, what is your name?	game/chapter1.rpy	2401	S "[what]"
chapter1_ad95a8ff	I	... 	game/chapter1.rpy	2404	I "[what]"
chapter1_9621b79b	I	I'm commander Iris from the Illanian Guard.	game/chapter1.rpy	2407	I "[what]"
chapter1_d2288a3f	S	Salutations Iris.	game/chapter1.rpy	2410	S "[what]"
chapter1_2fe63b5f		Laverna approaches the child and kneels down to talk to her.	game/chapter1.rpy	2413	"[what]"
chapter1_9ed72f39	L	Where is your family?	game/chapter1.rpy	2415	L "[what]"
chapter1_89b63114	S	Sura has no family.	game/chapter1.rpy	2418	S "[what]"
chapter1_7bfe3038	L	...	game/chapter1.rpy	2421	L "[what]"
chapter1_5c7b7f0a		Laverna turns around and whispers to us.	game/chapter1.rpy	2422	"[what]"
chapter1_e1baaacc	L	An orphan.	game/chapter1.rpy	2424	L "[what]"
chapter1_a8321743	I	Sura, we're supposed to meet somebody here. Her name is Darkrose. Do you know who that is?	game/chapter1.rpy	2428	I "[what]"
chapter1_45b1e639	S	Sura knows Darkrose very well. Darkrose is Sura.	game/chapter1.rpy	2432	S "[what]"
chapter1_e9af3754	T	What? You're Darkrose?	game/chapter1.rpy	2434	T "[what]"
chapter1_86973c24	S	Yes, Sura is Darkrose.	game/chapter1.rpy	2437	S "[what]"
chapter1_3a8f4ad3		She seems to notice our disappointment.	game/chapter1.rpy	2438	"[what]"
chapter1_a84c4b71	S	Sura did not choose the name.	game/chapter1.rpy	2440	S "[what]"
chapter1_53b38232	T	Who gave it to you?	game/chapter1.rpy	2442	T "[what]"
chapter1_684752bb	S	A striker. Like her. She was Ellis.	game/chapter1.rpy	2445	S "[what]"
chapter1_ffeb9076	M	Ellis? What happened to Ellis?	game/chapter1.rpy	2447	M "[what]"
chapter1_2818fb32	S	She has not been here for a few days.	game/chapter1.rpy	2450	S "[what]"
chapter1_ddabd3b0	I	What? Where did she go?	game/chapter1.rpy	2452	I "[what]"
chapter1_433b312c	S	Ellis does not tell Sura these things.	game/chapter1.rpy	2455	S "[what]"
chapter1_a5f2e77a		A scream echos through the blizzard. It's uncomfortably close.	game/chapter1.rpy	2458	"[what]"
chapter1_92d043a6	S	The shredder is hungry.	game/chapter1.rpy	2461	S "[what]"
chapter1_e76a64b1		I turn to Iris.	game/chapter1.rpy	2463	"[what]"
chapter1_4766ac59	T	If Ellis is already gone, we should leave. I don't want to be food for that thing.	game/chapter1.rpy	2465	T "[what]"
chapter1_ed9314c9	L	But what about the girl?!	game/chapter1.rpy	2468	L "[what]"
chapter1_c9b4354e	T	What about the girl? She's not Ellis.	game/chapter1.rpy	2470	T "[what]"
chapter1_7b8f0979	I	This child is alone in contested territory. Leaving her alone here is not an option.	game/chapter1.rpy	2474	I "[what]"
chapter1_87ff9814	M	So what, we're taking her back to the Erebus then?	game/chapter1.rpy	2478	M "[what]"
chapter1_ac2dcf6c	L	Hey, Sura? Do you want to come with us?	game/chapter1.rpy	2482	L "[what]"
chapter1_94abe673	S	Yes.	game/chapter1.rpy	2486	S "[what]"
chapter1_cbed5694		More screams echo behind us.	game/chapter1.rpy	2494	"[what]"
chapter1_5fc02fcc	M	Well, we're not going back that way.	game/chapter1.rpy	2497	M "[what]"
chapter1_798b32ba	I	Through here, quickly.	game/chapter1.rpy	2501	I "[what]"
chapter1_af4b61d7		Iris leads us out of the square and down a sloping alleyway. On the other side is a dire scene.	game/chapter1.rpy	2503	"[what]"
chapter1_40a7200f		Dead shuvur are strewn about the street. One is impaled on a statue.	game/chapter1.rpy	2505	"[what]"
chapter1_684c795d	L	Hey,Sura...have you got any idea what happened here?	game/chapter1.rpy	2508	L "[what]"
chapter1_b323a2fc	S	Shredder was awakened. Now they pay the price.	game/chapter1.rpy	2512	S "[what]"
chapter1_5f568553	M	What price?	game/chapter1.rpy	2516	M "[what]"
chapter1_8791345e		Sura points to the corpses.	game/chapter1.rpy	2517	"[what]"
chapter1_06ea90ea		As we are looking for a way out, a freezing fog rolls in. Iris stops and puts her hand on the hilt of her sword.	game/chapter1.rpy	2522	"[what]"
chapter1_579399b0	T	What's wrong?	game/chapter1.rpy	2524	T "[what]"
chapter1_e52ae27a	I	Do you feel that?	game/chapter1.rpy	2527	I "[what]"
chapter1_aa8539f3		She's right. I feel mana surging around us.	game/chapter1.rpy	2528	"[what]"
chapter1_dd62e283	I	A wraith is here... Get ready.	game/chapter1.rpy	2530	I "[what]"
chapter1_26294ac3		We form a circle around Sura, and draw our weapons.	game/chapter1.rpy	2534	"[what]"
chapter1_836d5218	I	Sura, stay behind us!	game/chapter1.rpy	2538	I "[what]"
chapter1_7a329f12		Magnus points to one of the archways on the far end of the block.	game/chapter1.rpy	2539	"[what]"
chapter1_278dfc38	M	There it is. It sees us.	game/chapter1.rpy	2541	M "[what]"
chapter1_036abc2d		A giant figure with glistening black armor and deep blue skin walks into the street.	game/chapter1.rpy	2542	"[what]"
chapter1_7f085f92		The thing has scabs, cuts, and bandages covering one of its arms. Its carrying a polished black spear.	game/chapter1.rpy	2543	"[what]"
chapter1_04d6e282	T	Is that…?	game/chapter1.rpy	2545	T "[what]"
chapter1_d154c97a	M	Yes, that my friend, is an Ice Wraith.	game/chapter1.rpy	2547	M "[what]"
chapter1_b2df80e1	T	Should we run?	game/chapter1.rpy	2549	T "[what]"
chapter1_62a533b9	L	Run from an Ice Wraith in a blizzard?	game/chapter1.rpy	2551	L "[what]"
chapter1_c023f706	T	Yeah, that's a dumb idea.	game/chapter1.rpy	2553	T "[what]"
chapter1_d110e51d	I	Laverna, we'll hold it off while you take Sura and get to safety.	game/chapter1.rpy	2555	I "[what]"
chapter1_6b51f31d	L	Got it.	game/chapter1.rpy	2557	L "[what]"
chapter1_49e45a8f		Laverna takes Sura by the hand and leads her the opposite way.	game/chapter1.rpy	2558	"[what]"
chapter1_ab72f4c7		The roar of the blizzard becomes more intense.	game/chapter1.rpy	2559	"[what]"
chapter1_2547c0af	M	Hey, Tallara, you're up.	game/chapter1.rpy	2561	M "[what]"
chapter1_58741d2e	T	What?	game/chapter1.rpy	2563	T "[what]"
chapter1_0920aeaa	M	You're a kickass mage, buddy. Go get him!	game/chapter1.rpy	2565	M "[what]"
chapter1_e1fb5fa0		The wraith is closing fast, it's spear raised. I sense it's mana surging.	game/chapter1.rpy	2567	"[what]"
chapter1_bf12302c		It raises its hand and a blue bolt launches towards us.	game/chapter1.rpy	2569	"[what]"
chapter1_12875e44	I	Look out!	game/chapter1.rpy	2571	I "[what]"
chapter1_94f974d5		It smashes the ground at our feet and explodes into a huge blast.	game/chapter1.rpy	2577	"[what]"
chapter1_7b98049d		My mana activates reflexively and forms a defensive barrier around me.	game/chapter1.rpy	2579	"[what]"
chapter1_f70cadb5		When the dust clears, Iris and Magnus are thrown back.	game/chapter1.rpy	2580	"[what]"
chapter1_842e0e05	M	Take this.	game/chapter1.rpy	2582	M "[what]"
chapter1_9047f2f8		Magnus manages to roll to his feet and fires a crossbow bolt.	game/chapter1.rpy	2583	"[what]"
chapter1_47c7ef59		His aim is true, but the bolt stops inches from the Wraith's hand.	game/chapter1.rpy	2584	"[what]"
chapter1_8544330a	M	It's blocked it!	game/chapter1.rpy	2586	M "[what]"
chapter1_f346376e		I sense the Wraith's mana supply is huge, creating that barrier used a small fraction of its power.	game/chapter1.rpy	2587	"[what]"
chapter1_48af9245		At the same time, Iris has already closed half the distance to the Wraith.	game/chapter1.rpy	2589	"[what]"
chapter1_2703b907		She draws her sword and attacks.	game/chapter1.rpy	2591	"[what]"
chapter1_dbb9d8a0	I	Hyaa!	game/chapter1.rpy	2593	I "[what]"
chapter1_86a1606f		She slashes the Wraith from the side.	game/chapter1.rpy	2595	"[what]"
chapter1_98b6caaf		The Ice Wraith sneers and but easily blocks her sword. Iris is flung aside.	game/chapter1.rpy	2597	"[what]"
chapter1_52763ebd	M	Tallara do something!	game/chapter1.rpy	2599	M "[what]"
chapter1_07cf0574		I activate my firefly gear and leap into the air. As soon as my mana surges, the wraith forgets the others and focuses on me.	game/chapter1.rpy	2601	"[what]"
chapter1_8336634f		I'm ten meters up, looking for a chance to dive in attack. The Wraith's mana surges again.	game/chapter1.rpy	2602	"[what]"
chapter1_4d7a37eb	T	Woah!	game/chapter1.rpy	2604	T "[what]"
chapter1_90d120f4		It leaps straight at me and swats me down with it's spear.	game/chapter1.rpy	2611	"[what]"
chapter1_c774ee70		When I open my eyes, the Wraith is standing over me. The tip of his spear is charging up with mana.	game/chapter1.rpy	2613	"[what]"
chapter1_68a1d4be		Suddenly, a sword blade drives through the wraith from behind.	game/chapter1.rpy	2615	"[what]"
chapter1_fc1626cc		Iris stabs its heart from the back with her sword.	game/chapter1.rpy	2617	"[what]"
chapter1_3f86b822		And then she pulls her sword up to split its head into two. The Ice Wraith drops to the ground, dead.	game/chapter1.rpy	2618	"[what]"
chapter1_65f5b455		In the middle of the empty streets, the wind dies, and the snowfall relaxes to a medium dusting.	game/chapter1.rpy	2620	"[what]"
chapter1_0625d6dc		I lean on Magnus’ shoulder and we walk together to the extraction point.	game/chapter1.rpy	2625	"[what]"
chapter1_b6ed1ff7		When we get there, Laverna and Sura are waiting for us.	game/chapter1.rpy	2626	"[what]"
chapter1_1fb5048d	S	Is the human going to survive?	game/chapter1.rpy	2629	S "[what]"
chapter1_511b646b	M	He looks bad but his Ego is damaged more than his body.	game/chapter1.rpy	2633	M "[what]"
chapter1_7a27acb1	L	The Transport Flier is coming. Are you guys alright?	game/chapter1.rpy	2637	L "[what]"
chapter1_52904cf3	T	Yeah, we beat that Blueberry.	game/chapter1.rpy	2639	T "[what]"
chapter1_a9d232c1		I think I did pretty well, all things considered.	game/chapter1.rpy	2640	"[what]"
chapter1_ad4213a0		Meanwhile, Iris solemnly stroll behind us, wiping the Wraith blood from her sword.	game/chapter1.rpy	2641	"[what]"
chapter1_581696db	I	It seems like our mage is awake.	game/chapter1.rpy	2649	I "[what]"
chapter1_b006408a		I'm back on the Erebus. Pain runs through my body.	game/chapter1.rpy	2650	"[what]"
chapter1_857f0fed	T	...What happened.	game/chapter1.rpy	2652	T "[what]"
